video_name,xmin,ymin,width,height,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y
Prueba_5_Izquierda.mp4,0.5636720657348633,0.3697637617588043,0.2877085208892822,0.16281667351722717,0.7003086805343628,0.4124850332736969,0.7489168643951416,0.41304171085357666,0.7847253084182739,0.44392824172973633,0.755117654800415,0.4820665717124939,0.5401368141174316,0.43757930397987366,0.697318434715271,0.4322553873062134
Prueba_5_Izquierda.mp4,0.5644798278808594,0.36984843015670776,0.2855614423751831,0.16160190105438232,0.698441743850708,0.41236940026283264,0.7498728036880493,0.41279885172843933,0.7821972370147705,0.4434727430343628,0.7543885707855225,0.48142361640930176,0.5432629585266113,0.43758174777030945,0.7038418054580688,0.4315682053565979
Prueba_5_Izquierda.mp4,0.5554789304733276,0.36514291167259216,0.2869781255722046,0.16242745518684387,0.6916418075561523,0.410504013299942,0.7492344379425049,0.40649479627609253,0.7871549129486084,0.4402582347393036,0.7660516500473022,0.4764940142631531,0.5452578067779541,0.4413827061653137,0.7121481895446777,0.42516282200813293
Prueba_5_Izquierda.mp4,0.5650063753128052,0.37004366517066956,0.2874140739440918,0.162649005651474,0.7004261016845703,0.4135383367538452,0.7507563829421997,0.4137577712535858,0.7862081527709961,0.445252001285553,0.7564862966537476,0.48282021284103394,0.5403093099594116,0.43798598647117615,0.6991311311721802,0.43245673179626465
Prueba_5_Izquierda.mp4,0.5679287910461426,0.3712359368801117,0.28172194957733154,0.15942791104316711,0.7011727094650269,0.4132513999938965,0.7495501041412354,0.4133482873439789,0.7854177951812744,0.44356071949005127,0.7570281028747559,0.4810124635696411,0.5442743301391602,0.4388573169708252,0.6991497278213501,0.43191075325012207
Prueba_5_Izquierda.mp4,0.568785548210144,0.3713814318180084,0.28064465522766113,0.15881839394569397,0.7021393775939941,0.41262441873550415,0.7497001886367798,0.4131113588809967,0.7860608100891113,0.4427507817745209,0.7576262950897217,0.4804062843322754,0.5453425645828247,0.43876317143440247,0.6993979215621948,0.4321689307689667
Prueba_5_Izquierda.mp4,0.5691567659378052,0.37176308035850525,0.2798454761505127,0.15836575627326965,0.7017185688018799,0.41300517320632935,0.7502305507659912,0.4133933186531067,0.7856518030166626,0.4427531957626343,0.7573503255844116,0.48042795062065125,0.5452364683151245,0.4389321208000183,0.700605034828186,0.43219104409217834
Prueba_5_Izquierda.mp4,0.5616352558135986,0.3679822087287903,0.2762744426727295,0.1563621163368225,0.6932387351989746,0.41059526801109314,0.7479736804962158,0.4071490168571472,0.7865670919418335,0.438536673784256,0.7663465738296509,0.47434598207473755,0.549612283706665,0.44358909130096436,0.7112923860549927,0.4275936484336853
Prueba_5_Izquierda.mp4,0.555971622467041,0.3659798502922058,0.28454160690307617,0.16103792190551758,0.6900968551635742,0.41012537479400635,0.7471532821655273,0.406428724527359,0.7872774600982666,0.4390140771865845,0.7655613422393799,0.4763384163379669,0.5397759675979614,0.4443899989128113,0.7068653106689453,0.42904365062713623
Prueba_5_Izquierda.mp4,0.5530112981796265,0.3647517263889313,0.29000627994537354,0.1641349494457245,0.6910449266433716,0.40968555212020874,0.7479259967803955,0.40671440958976746,0.7878023386001587,0.44024530053138733,0.7643914222717285,0.477877140045166,0.5378209352493286,0.44244828820228577,0.7057353258132935,0.4297782778739929
Prueba_5_Izquierda.mp4,0.5511448383331299,0.3633263111114502,0.29345810413360596,0.16608822345733643,0.6921240091323853,0.408616840839386,0.7461371421813965,0.40590614080429077,0.7885646820068359,0.43990933895111084,0.763324499130249,0.47834837436676025,0.5348987579345703,0.44155725836753845,0.6999984979629517,0.43005555868148804
Prueba_5_Izquierda.mp4,0.5502594709396362,0.3631250262260437,0.2938840389251709,0.16633206605911255,0.6897743940353394,0.408204048871994,0.7464174032211304,0.4056146442890167,0.7861818075180054,0.4391394853591919,0.76215660572052,0.4778418242931366,0.5347011089324951,0.44141238927841187,0.7041709423065186,0.4302932322025299
Prueba_5_Izquierda.mp4,0.5500301122665405,0.36281827092170715,0.29529786109924316,0.16713443398475647,0.6906431913375854,0.4085101783275604,0.7467551231384277,0.4056548774242401,0.7882232666015625,0.4396023750305176,0.7639617919921875,0.478298544883728,0.5343219041824341,0.4416011571884155,0.7029709815979004,0.43001553416252136
Prueba_5_Izquierda.mp4,0.5510596036911011,0.3624591529369354,0.2932014465332031,0.1659512221813202,0.6905592679977417,0.40815651416778564,0.747094988822937,0.40506309270858765,0.7877612113952637,0.4390287697315216,0.7638230323791504,0.47717201709747314,0.5359355211257935,0.43983739614486694,0.7040727138519287,0.426784485578537
Prueba_5_Izquierda.mp4,0.5526142120361328,0.36331647634506226,0.29228079319000244,0.1654270887374878,0.6925697326660156,0.4085956811904907,0.747107982635498,0.4063054323196411,0.7884243726730347,0.43980100750923157,0.7625595331192017,0.4778085947036743,0.5354635715484619,0.4399789571762085,0.7014114856719971,0.4293353259563446
Prueba_5_Izquierda.mp4,0.5565855503082275,0.3592345416545868,0.302030086517334,0.17098525166511536,0.7015187740325928,0.40537068247795105,0.7504009008407593,0.4061392843723297,0.7879008054733276,0.4396328926086426,0.7543072700500488,0.4776018261909485,0.5343141555786133,0.42946553230285645,0.6913011074066162,0.4273154139518738
Prueba_5_Izquierda.mp4,0.5518490076065063,0.3625599145889282,0.2935161590576172,0.1661292314529419,0.6918728351593018,0.40768957138061523,0.7480787038803101,0.4062938094139099,0.7893872261047363,0.43925777077674866,0.7609051465988159,0.4777328372001648,0.5291470289230347,0.4367169141769409,0.6990619897842407,0.42911234498023987
Prueba_5_Izquierda.mp4,0.5516932010650635,0.35604503750801086,0.3120177984237671,0.1766410768032074,0.7010291814804077,0.4033152461051941,0.7521427869796753,0.4048662781715393,0.7918771505355835,0.4386242628097534,0.7551681995391846,0.4783982038497925,0.523219108581543,0.42718949913978577,0.6878248453140259,0.4272245168685913
Prueba_5_Izquierda.mp4,0.5512032508850098,0.3552345633506775,0.31335771083831787,0.17740118503570557,0.6995391845703125,0.40350469946861267,0.7542279958724976,0.40442565083503723,0.7909142971038818,0.43861058354377747,0.7565312385559082,0.4782046377658844,0.5266873836517334,0.42779532074928284,0.6953699588775635,0.4262259602546692
Prueba_5_Izquierda.mp4,0.5477715730667114,0.36101460456848145,0.2982470989227295,0.16881197690963745,0.6881943941116333,0.4095279276371002,0.7548774480819702,0.4044117331504822,0.7946102619171143,0.4378879964351654,0.7711949348449707,0.476799875497818,0.5312930345535278,0.44158366322517395,0.713680624961853,0.42570582032203674
Prueba_5_Izquierda.mp4,0.5490553379058838,0.362863689661026,0.295560359954834,0.16728463768959045,0.6874219179153442,0.4113244414329529,0.753791093826294,0.4057730734348297,0.7926487922668457,0.4403647184371948,0.7702236175537109,0.4783203899860382,0.5339463949203491,0.4430360794067383,0.7137936353683472,0.42696940898895264
Prueba_5_Izquierda.mp4,0.5508326292037964,0.36359092593193054,0.2933286428451538,0.16601839661598206,0.6871480941772461,0.4113193154335022,0.7509458065032959,0.4059026837348938,0.7911113500595093,0.4397372305393219,0.767958402633667,0.47803518176078796,0.5320408344268799,0.4441489279270172,0.7091236114501953,0.42895910143852234
