,video_name,xmin,ymin,width,height,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,class
0,ANDRES_PALANCA_segment_1.mp4,0.2605701386928558,0.3527447581291199,0.3480638563632965,0.1969994902610778,0.3616000711917877,0.4189729392528534,0.5055816173553467,0.4141382873058319,0.435598760843277,0.4597642123699188,0.4362114369869232,0.4971314668655395,0.2855587899684906,0.4403181970119476,0.5916199684143066,0.4328286945819855,Palanca
1,ANDRES_PALANCA_segment_1.mp4,0.2568261325359344,0.3514537513256073,0.3528976738452911,0.1997290551662445,0.3594409525394439,0.4185527861118316,0.5043692588806152,0.4132206439971924,0.433198481798172,0.4592072069644928,0.4343561828136444,0.4974651932716369,0.2848260700702667,0.4409437477588653,0.5926231145858765,0.43227019906044,Palanca
2,ANDRES_PALANCA_segment_1.mp4,0.2570072114467621,0.3507316708564758,0.3536002933979034,0.2001386284828186,0.3606797754764557,0.4166610836982727,0.5051579475402832,0.413479745388031,0.4339947998523712,0.4588900506496429,0.4323672950267792,0.4968924224376678,0.2818021476268768,0.437715470790863,0.5891444683074951,0.4334099590778351,Palanca
3,ANDRES_PALANCA_segment_1.mp4,0.2564734518527984,0.3505013287067413,0.3556861579418182,0.2013255655765533,0.3614426553249359,0.4172477126121521,0.505132794380188,0.4149608910083771,0.4352248013019562,0.4610232412815094,0.4320951998233795,0.4983823001384735,0.2786193192005157,0.4366866946220398,0.5852794647216797,0.4341736137866974,Palanca
4,ANDRES_PALANCA_segment_1.mp4,0.2581625878810882,0.3521625101566314,0.3501905500888824,0.1982123553752899,0.3611528575420379,0.417514443397522,0.5035398006439209,0.4151435792446136,0.434851199388504,0.4597790241241455,0.4319949448108673,0.4970816075801849,0.2775903046131134,0.4382131695747375,0.5831302404403687,0.4353435337543487,Palanca
5,ANDRES_PALANCA_segment_1.mp4,0.2585984766483307,0.3526167571544647,0.3494163453578949,0.1977769434452057,0.3608087003231048,0.4173108339309692,0.5033501386642456,0.4154339730739593,0.432781308889389,0.4597388803958893,0.4300250113010406,0.4971276223659515,0.2788694202899933,0.4372184574604034,0.5843805074691772,0.4356275498867035,Palanca
6,ANDRES_PALANCA_segment_1.mp4,0.2577064931392669,0.3524323403835296,0.352446585893631,0.1994960606098175,0.3609620034694671,0.4176567196846008,0.503738522529602,0.4162563681602478,0.4322525560855865,0.460700660943985,0.4296007454395294,0.4983236491680145,0.2799589335918426,0.4370758235454559,0.5862727165222168,0.4362800717353821,Palanca
7,ANDRES_PALANCA_segment_1.mp4,0.2583352625370025,0.352381944656372,0.3515659272670746,0.1989959478378296,0.3613130152225494,0.4174045026302337,0.504462480545044,0.416392832994461,0.4320098459720611,0.4609733521938324,0.4295019805431366,0.4982985556125641,0.2815712392330169,0.4363070130348205,0.5873486995697021,0.4363579452037811,Palanca
8,ANDRES_PALANCA_segment_1.mp4,0.2604811489582062,0.3533044755458832,0.3464305102825165,0.1960860788822174,0.3608132302761078,0.4166943728923797,0.5036592483520508,0.4152206182479858,0.4303987920284271,0.4583914875984192,0.4287519156932831,0.4960259199142456,0.2835311591625213,0.43634033203125,0.5881153345108032,0.4356887936592102,Palanca
9,ANDRES_PALANCA_segment_1.mp4,0.2630247175693512,0.3569317758083343,0.3351428210735321,0.1896941363811493,0.3605177700519562,0.4187255203723907,0.501592755317688,0.4166867136955261,0.4261462390422821,0.4571066498756408,0.4259249866008758,0.4941895008087158,0.2907938063144684,0.4399261474609375,0.5906702280044556,0.4379811584949493,Palanca
